Item ID,X,Y,Z
BP_BerryBush1388,-14180.4140625,272721.8125,-1906.3270263671875
BP_BerryBush1389,-8391.5595703125,270682.6875,-1235.01318359375
BP_BerryBush138_74,-109693.8046875,141417.34375,2459.60107421875
BP_BerryBush1390_47588,-58660.0,287565.0,-5475.0
BP_BerryBush1391_22,-65790.0,97990.0,21195.0
BP_BerryBush1392_26,-62730.0,97875.0,21215.0
BP_BerryBush1393_30,-58960.0,97220.0,21335.0
BP_BerryBush1394_48304,-55825.0,289635.0,-2575.0
BP_BerryBush1395_34,-65110.0,92960.0,21130.0
BP_BerryBush1396_37,-67720.0,91795.0,20925.0
BP_BerryBush1397_40,-70740.0,95565.0,20685.0
BP_BerryBush1398_49034,-52980.0,274415.0,-3460.0
BP_BerryBush1399_43,-75125.0,92765.0,20470.0
BP_BerryBush139_77,-111125.828125,138974.90625,3728.6962890625
BP_BerryBush13_2348,-78329.0,141746.0,-3751.0
BP_BerryBush1400_46,-72990.0,90340.0,20480.0
BP_BerryBush1401_49,-75185.0,84535.0,20450.0
BP_BerryBush1402_49890,-46840.0,274090.0,-3320.0
BP_BerryBush1403_52,-79070.0,86770.0,20465.0
BP_BerryBush1404_55,-83410.0,89570.0,20920.0
BP_BerryBush1405_58,-86725.0,89830.0,20925.0
BP_BerryBush1406_50748,-41680.0,267790.0,-3660.0
BP_BerryBush1407_61,-85690.0,95175.0,20935.0
BP_BerryBush1408_64,-87260.0,96020.0,21040.0
BP_BerryBush1409_67,-89005.0,94040.0,21300.0
BP_BerryBush140_80,-112440.390625,130583.890625,5108.5244140625
BP_BerryBush1410_51402,-48575.0,263825.0,-3225.0
BP_BerryBush1411_70,-91830.0,93375.0,21415.0
BP_BerryBush1412_73,-89845.0,91005.0,21235.0
BP_BerryBush1413_76,-97725.0,88730.0,17445.0
BP_BerryBush1414_52134,-51430.0,266500.0,-3225.0
BP_BerryBush1415_79,-103405.0,87095.0,17595.0
BP_BerryBush1416_82,-101665.0,82495.0,17410.0
BP_BerryBush1417_85,-104800.0,94125.0,16640.0
BP_BerryBush1418_52736,-44880.0,267735.0,-3230.0
BP_BerryBush1419_88,-108475.0,97075.0,16020.0
BP_BerryBush141_83,-110474.6640625,122209.3359375,6619.26953125
BP_BerryBush1420_91,-107506.71875,100316.2890625,16255.0
BP_BerryBush1421_94,-101720.34375,89316.28125,17483.77734375
BP_BerryBush1422_53368,-60800.0,281820.0,-4120.0
BP_BerryBush1423_97,-104863.1328125,78416.484375,19887.552734375
BP_BerryBush1424_100,-104261.234375,74459.2265625,20684.478515625
BP_BerryBush1425_103,-106284.3359375,68393.1640625,21034.083984375
BP_BerryBush1426_54184,-71895.0,278520.0,-5130.0
BP_BerryBush1427_106,-108186.9765625,70091.8828125,20758.556640625
BP_BerryBush1428_109,-114198.1171875,68500.0234375,18209.5234375
BP_BerryBush1429_112,-113175.875,64655.8515625,18857.943359375
BP_BerryBush142_86,-110745.5546875,117414.15625,7428.017578125
BP_BerryBush1430_54983,-64860.0,271065.0,-3820.0
BP_BerryBush1431_115,-110929.1015625,64487.7265625,19042.689453125
BP_BerryBush1432_118,-110984.0546875,61320.03125,19424.240234375
BP_BerryBush1433_121,-112212.875,60519.8125,18905.595703125
BP_BerryBush1434_55595,-87435.0,272805.0,-3660.0
BP_BerryBush1435_124,-114967.3203125,59405.76953125,18922.55859375
BP_BerryBush1436_127,-112344.8984375,57515.0390625,18921.689453125
BP_BerryBush1437_130,-107928.2734375,60440.03515625,18956.443359375
BP_BerryBush1438_56375,-101265.0,271655.0,-4705.0
BP_BerryBush1439_133,-107501.8359375,57476.28125,19671.400390625
BP_BerryBush143_89,-115823.0234375,116357.4296875,7734.3876953125
BP_BerryBush1440_136,-66970.3203125,85564.5546875,20302.048828125
BP_BerryBush1441_139,-64955.30078125,80057.109375,20553.630859375
BP_BerryBush1442_57079,-103875.0,267335.0,-4620.0
BP_BerryBush1443_142,-64395.55859375,82104.7421875,20619.736328125
BP_BerryBush1444_145,-90183.8984375,84524.484375,22449.99609375
BP_BerryBush1445_148,-92621.890625,81383.828125,22014.08984375
BP_BerryBush1446_58063,-88020.0,261360.0,-4450.0
BP_BerryBush1447_151,-89769.4453125,79699.2578125,22583.197265625
BP_BerryBush1448_154,-93561.0,76403.1640625,22001.5859375
BP_BerryBush1449_157,-98506.6171875,78041.9296875,21070.41796875
BP_BerryBush144_92,-111083.4375,105700.71875,9997.51171875
BP_BerryBush1450_58679,-95970.0,265925.0,-4635.0
BP_BerryBush1451_160,-99534.1171875,74352.140625,21636.626953125
BP_BerryBush1452_163,-89364.796875,70026.2890625,20551.91796875
BP_BerryBush1453_166,-94309.828125,73482.7578125,20768.7578125
BP_BerryBush1454_59221,-109255.0,255055.0,-4845.0
BP_BerryBush1455_169,-97750.1171875,70341.3359375,21700.18359375
BP_BerryBush1456_172,-103044.5234375,59090.06640625,21590.671875
BP_BerryBush1457_175,-97394.1640625,55674.9140625,21735.779296875
BP_BerryBush1458_59949,-111565.0,251040.0,-4995.0
BP_BerryBush1459_178,-91817.9296875,54660.48828125,23371.859375
BP_BerryBush145_95,-112543.8671875,111172.3125,9365.8232421875
BP_BerryBush1460_181,-93128.59375,51011.91796875,23249.818359375
BP_BerryBush1461_184,-93672.5234375,49252.2890625,23003.609375
BP_BerryBush1462_60503,-100810.0,228550.0,-795.0
BP_BerryBush1463_187,-87850.125,45876.66015625,22950.521484375
BP_BerryBush1464_190,-88742.8046875,48653.5,21936.77734375
BP_BerryBush1465_193,-82876.3046875,47289.3671875,23879.447265625
BP_BerryBush1466_61353,-92345.0,222135.0,-2000.0
BP_BerryBush1467,-77687.1875,227250.5,-2215.496826171875
BP_BerryBush1468,-78554.1484375,228614.296875,-2250.862060546875
BP_BerryBush1469,-81415.984375,232770.234375,-2506.926513671875
BP_BerryBush146_98,-107761.7109375,111543.1328125,9261.263671875
BP_BerryBush1470_62253,-93765.0,217025.0,710.0
BP_BerryBush1471,-79147.34375,228743.75,-2238.37060546875
BP_BerryBush1472,-77415.953125,229645.265625,-2354.492431640625
BP_BerryBush1473,-76066.3125,228582.390625,-2378.013427734375
BP_BerryBush1474_62929,-89809.0,203877.0,2131.0
BP_BerryBush1475_196,-88250.515625,56002.890625,22934.720703125
BP_BerryBush1476_199,-82605.5625,55675.67578125,23243.197265625
BP_BerryBush1477_202,-85226.03125,55346.82421875,23190.400390625
BP_BerryBush1478_63597,-74630.0,218750.0,-1750.0
BP_BerryBush1479_205,-84258.0078125,51447.640625,23116.72265625
BP_BerryBush147_101,-94673.40625,111658.96875,5809.7373046875
BP_BerryBush1480_208,-81690.2265625,48718.12109375,23109.490234375
BP_BerryBush1481_211,-79296.2421875,47819.7109375,23840.681640625
BP_BerryBush1482_64203,-76455.0,206895.0,1040.0
BP_BerryBush1483_214,-77638.4453125,47358.4375,22380.5546875
BP_BerryBush1484_217,-74461.0703125,44958.625,22924.197265625
BP_BerryBush1485_220,-73601.5546875,47918.0859375,23089.294921875
BP_BerryBush1486_64875,-62641.5,192672.875,-1165.0
BP_BerryBush1487_223,-71757.5703125,51814.06640625,22697.365234375
BP_BerryBush1488_226,-68225.7109375,56166.55859375,23337.00390625
BP_BerryBush1489_229,-67087.90625,50742.42578125,22857.689453125
BP_BerryBush148_104,-94932.078125,101917.40625,7499.849609375
BP_BerryBush1490_65583,-63740.0,193800.0,-1165.0
BP_BerryBush1491_232,-67210.7265625,51300.515625,22959.021484375
BP_BerryBush1492_235,-67705.15625,51098.19921875,23082.84375
BP_BerryBush1493_238,-61207.27734375,51954.23828125,22031.783203125
BP_BerryBush1494_66427,-49055.0,192085.0,-2100.0
BP_BerryBush1495_241,-62076.7578125,52369.30859375,22044.3984375
BP_BerryBush1496_244,-64144.33984375,51998.37890625,21966.802734375
BP_BerryBush1497_247,-58575.50390625,63566.79296875,22581.708984375
BP_BerryBush1498_66925,-42750.0,191800.0,-1380.0
BP_BerryBush1499_250,-59172.734375,65321.4140625,22689.060546875
BP_BerryBush149_107,-106257.875,89804.7109375,8793.130859375
BP_BerryBush14_2451,-98295.0,124008.0,-3562.0
BP_BerryBush1500_2,-85831.28125,68560.3515625,20160.732421875
BP_BerryBush1501_5,-84496.84375,64406.65625,21060.8203125
BP_BerryBush1502_67713,-34590.0,191165.0,-1275.0
BP_BerryBush1503_8,-81692.6953125,65189.4296875,20110.107421875
BP_BerryBush1504_11,-78661.1875,64011.9140625,20958.98828125
BP_BerryBush1505_68078,-32170.0,179145.0,80.0
BP_BerryBush1506_14,-81309.0859375,62538.21484375,20992.01171875
BP_BerryBush1507_17,-75700.4765625,62191.37890625,22025.0
BP_BerryBush1508_20,-77496.6171875,59622.88671875,23651.56640625
BP_BerryBush1509_68726,-35355.0,172545.0,1435.0
BP_BerryBush150_110,-106823.8671875,88064.7265625,8266.490234375
BP_BerryBush1510_68911,-33370.0,159350.0,750.0
BP_BerryBush1511,-94886.046875,186463.421875,2244.61181640625
BP_BerryBush1512,-95208.1953125,186074.15625,2350.008056640625
BP_BerryBush1513,-94642.1875,186080.953125,2410.8623046875
BP_BerryBush1514_69795,-26595.0,154595.0,-435.0
BP_BerryBush1515,-94508.640625,184458.40625,2637.912353515625
BP_BerryBush1516,-95221.296875,184188.1875,2637.1884765625
BP_BerryBush1517,-96172.8046875,184695.203125,2336.4208984375
BP_BerryBush1518_70235,-13225.0,160985.0,-350.0
BP_BerryBush1519,-94304.4453125,185281.125,2557.071533203125
BP_BerryBush151_113,-109904.9140625,83117.8984375,6920.9375
BP_BerryBush1520,-66346.8125,178753.640625,3139.255126953125
BP_BerryBush1521,-66500.59375,178840.640625,3112.39208984375
BP_BerryBush1522,-66530.5546875,178607.109375,3120.063720703125
BP_BerryBush1523_70986,-10585.0,171355.0,-1400.0
BP_BerryBush1524,-66199.7265625,178888.1875,3098.602294921875
BP_BerryBush1525,-66111.25,178588.140625,3101.2783203125
BP_BerryBush1526,-66280.9765625,178498.765625,3129.452392578125
BP_BerryBush1527_71608,-6365.0,179925.0,-2455.0
BP_BerryBush1528,-66379.671875,178952.109375,3110.063720703125
BP_BerryBush1529_23,-82859.0234375,60916.5625,23611.763671875
BP_BerryBush152_116,-112258.09375,83061.3046875,5626.919921875
BP_BerryBush1530_26,-82369.2734375,61958.609375,23482.740234375
BP_BerryBush1531_72206,-14346.6484375,189240.078125,-1654.4534912109375
BP_BerryBush1532_72407,-15327.95703125,177836.34375,6513.96044921875
BP_BerryBush1533,-9396.8623046875,203808.265625,-2396.082763671875
BP_BerryBush1534,-9094.734375,204469.359375,-2159.33349609375
BP_BerryBush1535,-10051.2578125,204909.640625,-2227.529052734375
BP_BerryBush1536,-13193.4423828125,205103.953125,-2112.97998046875
BP_BerryBush1537_73342,-15790.0,192485.0,-8190.0
BP_BerryBush1538,-11389.015625,206456.609375,-1759.5216064453125
BP_BerryBush1539,-9560.2490234375,206152.9375,-1763.3782958984375
BP_BerryBush153_119,-111691.5234375,82211.109375,5406.548828125
BP_BerryBush1540_73653,-11730.0,187520.0,-6615.0
BP_BerryBush1541,-9162.50390625,205844.40625,-1808.5860595703125
BP_BerryBush1542,-12203.919921875,203841.984375,-2181.841552734375
BP_BerryBush1543,-16424.630859375,178612.296875,6543.93359375
BP_BerryBush1544_74611,31500.0,168265.0,-11895.0
BP_BerryBush1545,-16290.7802734375,177659.875,6360.5009765625
BP_BerryBush1546,-17265.625,178744.6875,6455.1904296875
BP_BerryBush1547,-16740.0234375,179278.5625,6533.93359375
BP_BerryBush1548_75287,36240.0,150890.0,-11580.0
BP_BerryBush1549,-16034.0107421875,179255.734375,6623.93359375
BP_BerryBush154_122,-112928.7265625,87081.84375,5315.81396484375
BP_BerryBush1550,-15641.2509765625,178586.546875,6623.93359375
BP_BerryBush1551,-15574.3310546875,179299.953125,6673.93359375
BP_BerryBush1552_81027,-12705.0,177900.0,460.0
BP_BerryBush1553,-17374.470703125,177513.015625,6310.18994140625
BP_BerryBush1554,-16632.470703125,180235.984375,6450.15625
BP_BerryBush1555,-18226.080078125,178802.5,6333.55078125
BP_BerryBush1556_76583,22855.0,136920.0,-12075.0
BP_BerryBush1557,-15954.9892578125,178179.890625,6533.93359375
BP_BerryBush1558,-16769.611328125,177313.4375,6322.62451171875
BP_BerryBush1559,-17454.431640625,179472.421875,6445.16748046875
BP_BerryBush155_125,-110592.234375,94179.2890625,5505.73193359375
BP_BerryBush1560_29,-82545.625,61201.6015625,23585.798828125
BP_BerryBush1561_77486,34790.0,154345.0,-12050.0
BP_BerryBush1562_32,-82526.5703125,61599.16796875,23504.84375
BP_BerryBush1563_35,-79256.3046875,60345.703125,23619.419921875
BP_BerryBush1564_77955,28440.0,147550.0,-12055.0
BP_BerryBush1565_38,-71221.296875,38139.3984375,21556.435546875
BP_BerryBush1566_41,-70531.140625,39377.1171875,21676.1953125
BP_BerryBush1567_44,-67734.75,44870.09765625,21171.65234375
BP_BerryBush1568_78759,18320.0,147485.0,-12075.0
BP_BerryBush1569_47,-58695.0390625,47513.375,21532.369140625
BP_BerryBush156_128,-116710.984375,90961.5390625,5407.8662109375
BP_BerryBush1570_50,-52977.4609375,50048.8671875,21302.494140625
BP_BerryBush1571_53,-49908.8515625,54753.51953125,24665.505859375
BP_BerryBush1572_79461,16485.0,155985.0,-11805.0
BP_BerryBush1573_56,-50067.21875,57191.4140625,24653.74609375
BP_BerryBush1574_59,-47614.68359375,52642.38671875,24164.6484375
BP_BerryBush1575_62,-40502.453125,55559.265625,23791.599609375
BP_BerryBush1576_80169,11030.0,168660.0,-12090.0
BP_BerryBush1577_65,-44553.08203125,56629.2578125,23868.076171875
BP_BerryBush1578_68,-42391.08203125,57749.9453125,23844.833984375
BP_BerryBush1579_71,-44865.50390625,58338.21875,25903.623046875
BP_BerryBush157_131,-124620.5859375,91862.015625,6817.57275390625
BP_BerryBush1580_80789,3830.0,184715.0,-10340.0
BP_BerryBush1581_74,-43358.578125,60138.60546875,25895.103515625
BP_BerryBush1582_77,-39722.1953125,61459.67578125,25793.888671875
BP_BerryBush1583_80,-42680.890625,66189.25,23669.783203125
BP_BerryBush1584_81794,-25835.0,204300.0,-5570.0
BP_BerryBush1585_83,-44690.32421875,71876.953125,23281.400390625
BP_BerryBush1586_86,-39994.12109375,71420.6484375,23201.03125
BP_BerryBush1587_89,-115973.4765625,23055.9609375,20215.390625
BP_BerryBush1588_82594,-31320.0,211085.0,-4190.0
BP_BerryBush1589_92,-117675.34375,25721.8671875,20173.98046875
BP_BerryBush158_134,-122888.9921875,88873.328125,6865.4453125
BP_BerryBush1590_95,-142332.328125,6579.9931640625,19665.515625
BP_BerryBush1591_98,-147669.140625,13095.3056640625,19220.984375
BP_BerryBush1592_83210,-40760.0,223640.0,-3205.0
BP_BerryBush1593_104,-113591.640625,2397.59814453125,23099.763671875
BP_BerryBush1594_107,-124278.7578125,8087.8974609375,20016.81640625
BP_BerryBush1595_110,-127825.7890625,11465.9140625,19561.931640625
BP_BerryBush1596_83720,-45440.0,230830.0,-3845.0
BP_BerryBush1597_113,-126333.6875,14858.0380859375,19577.70703125
BP_BerryBush1598_116,-134126.109375,5939.4658203125,19513.27734375
BP_BerryBush1599_119,-137210.140625,17468.41015625,19224.455078125
BP_BerryBush159_137,-127606.203125,84003.984375,6790.33203125
BP_BerryBush15_2712,-100059.0,138550.0,-1634.0
BP_BerryBush1600_84420,-49670.08203125,224510.0,-585.6725463867188
BP_BerryBush1601_122,-132855.171875,15146.6611328125,19453.84765625
BP_BerryBush1602_125,-129460.28125,20465.12890625,19463.55078125
BP_BerryBush1603_128,-121241.5703125,20113.51171875,19780.955078125
BP_BerryBush1604_84932,-60525.0,221490.0,-2850.0
BP_BerryBush1605_131,-130857.0625,28611.353515625,18803.861328125
BP_BerryBush1606_134,-127604.546875,28716.48828125,18870.359375
BP_BerryBush1607_137,-127695.109375,26645.935546875,19445.59765625
BP_BerryBush1608_86034,-52225.0,208430.0,-2140.0
BP_BerryBush1609_140,-122300.2578125,34670.97265625,19998.384765625
BP_BerryBush160_140,-123456.5234375,84226.9453125,6816.9873046875
BP_BerryBush1610_143,-117692.5,30483.66015625,22253.73828125
BP_BerryBush1611_146,-116637.609375,27756.30078125,21507.705078125
BP_BerryBush1612_86780,-47025.0,212075.0,-2225.0
BP_BerryBush1613_149,-118529.140625,28422.416015625,22146.162109375
BP_BerryBush1614_152,-124098.203125,43931.1875,24619.451171875
BP_BerryBush1615_155,-116891.1953125,49204.74609375,22623.36328125
BP_BerryBush1616_87448,-30915.0,246100.0,-2075.0
BP_BerryBush1617_158,-118010.2578125,50565.3359375,22578.609375
BP_BerryBush1618_161,-118733.6796875,47519.55078125,24589.158203125
BP_BerryBush1619,96162.6328125,170293.59375,1569.351806640625
BP_BerryBush161_143,-135930.03125,73792.5859375,8304.2568359375
BP_BerryBush1620,92161.625,173020.953125,1249.3924560546875
BP_BerryBush1621,92949.359375,179144.59375,885.7742309570312
BP_BerryBush1622,90287.6171875,178786.5625,1166.4813232421875
BP_BerryBush1623,86893.5703125,175985.03125,1568.7528076171875
BP_BerryBush1624,81077.46875,174511.96875,1954.8243408203125
BP_BerryBush1625,78446.578125,171372.953125,2040.569091796875
BP_BerryBush1626,76424.6640625,170790.734375,1975.66455078125
BP_BerryBush1627,74875.765625,173116.796875,1855.1490478515625
BP_BerryBush1628,72963.953125,174413.453125,1888.5234375
BP_BerryBush1629,74941.421875,176226.453125,1791.840576171875
BP_BerryBush162_146,-141959.140625,71001.6796875,8700.974609375
BP_BerryBush1630,78048.84375,176582.125,2443.634765625
BP_BerryBush1631,81941.765625,176698.28125,1852.1297607421875
BP_BerryBush1632_164,-127592.671875,45726.4453125,24658.947265625
BP_BerryBush1633,75423.6953125,166792.609375,1924.7935791015625
BP_BerryBush1634,71974.4765625,168201.359375,1875.3048095703125
BP_BerryBush1635,67789.2109375,169360.65625,-9.439590454101562
BP_BerryBush1636,62847.99609375,163280.9375,-605.2314453125
BP_BerryBush1637,57577.40234375,167241.75,-3693.802001953125
BP_BerryBush1638,48821.671875,175933.515625,-6278.955078125
BP_BerryBush1639,49421.64453125,177927.921875,-6354.01904296875
BP_BerryBush163_149,-149917.578125,64517.37890625,9113.4677734375
BP_BerryBush1640,49742.515625,185015.921875,-6164.0244140625
BP_BerryBush1641,51654.3203125,186459.71875,-6449.947265625
BP_BerryBush1642,54448.5546875,184861.75,-6145.8740234375
BP_BerryBush1643,61064.25390625,185082.9375,-5127.64697265625
BP_BerryBush1644,63590.625,189862.8125,-4058.31787109375
BP_BerryBush1645,62832.44921875,193603.796875,-3135.572998046875
BP_BerryBush1646,65280.890625,196157.875,-4933.326171875
BP_BerryBush1647,67538.9296875,199138.046875,-5699.31982421875
BP_BerryBush1648,65130.65234375,203300.375,-5255.9599609375
BP_BerryBush1649,58344.28125,207768.03125,-5025.10888671875
BP_BerryBush164_152,-140950.53125,62848.0703125,11300.853515625
BP_BerryBush1650,99241.3671875,171802.15625,1768.1619873046875
BP_BerryBush1651,82150.65625,159294.140625,1941.1287841796875
BP_BerryBush1652,79945.1171875,159937.5,2229.745849609375
BP_BerryBush1653,74862.4453125,156194.890625,2729.145263671875
BP_BerryBush1654,73556.265625,155261.671875,2770.87109375
BP_BerryBush1655,69099.46875,156564.890625,2430.143310546875
BP_BerryBush1656,70616.71875,153614.140625,2713.565185546875
BP_BerryBush1657,58303.5625,153078.296875,167.97915649414062
BP_BerryBush1658,51246.76953125,160042.03125,-2095.171875
BP_BerryBush1659,43042.27734375,160006.25,-2942.648681640625
BP_BerryBush165_155,-139100.984375,62593.03515625,11403.958984375
BP_BerryBush1660,44161.83984375,163333.828125,-4523.5400390625
BP_BerryBush1661,45533.625,164837.453125,-4274.12060546875
BP_BerryBush1662,61875.5390625,171345.625,-2428.998291015625
BP_BerryBush1663,75827.265625,175618.234375,1798.09716796875
BP_BerryBush1664,79502.484375,176427.625,2394.004150390625
BP_BerryBush1665,75021.75,176881.125,-1415.167724609375
BP_BerryBush1666,72915.53125,181421.984375,-1439.418701171875
BP_BerryBush1667,72789.1484375,178528.6875,-1382.8746337890625
BP_BerryBush1668,63354.03515625,180056.8125,-3892.184814453125
BP_BerryBush1669,59467.52734375,184125.984375,-5532.3935546875
BP_BerryBush166_158,-139956.546875,59986.66015625,11333.5712890625
BP_BerryBush1670,56500.3125,179870.0,-5978.904296875
BP_BerryBush1671,54528.8671875,183760.25,-6113.7919921875
BP_BerryBush1672,52338.3046875,185087.640625,-6228.1201171875
BP_BerryBush1673,48951.18359375,189713.34375,-6063.32177734375
BP_BerryBush1674,50562.9765625,192672.21875,-5984.6396484375
BP_BerryBush1675,55955.78515625,195919.5625,-4846.54150390625
BP_BerryBush1676,59063.5703125,201367.953125,-5634.3134765625
BP_BerryBush1677,63702.59375,206200.828125,-4130.544921875
BP_BerryBush1678,58228.89453125,210191.359375,-4823.59423828125
BP_BerryBush1679,52580.8125,210350.703125,-4746.6376953125
BP_BerryBush167_161,-142510.765625,62373.3046875,10796.9384765625
BP_BerryBush1680,48923.58984375,213529.53125,-5226.04296875
BP_BerryBush1681,46771.3828125,209503.15625,-5056.18017578125
BP_BerryBush1682,43290.9765625,211838.234375,-5148.61572265625
BP_BerryBush1683,39655.48828125,216812.65625,-5197.33984375
BP_BerryBush1684,42894.9140625,224133.03125,-3587.3505859375
BP_BerryBush1685,42709.43359375,232434.1875,-2375.356201171875
BP_BerryBush1686,36219.11328125,231745.390625,-3700.340087890625
BP_BerryBush1687,35055.37109375,229590.578125,-5706.0556640625
BP_BerryBush1688,36632.87890625,225299.328125,-5313.974609375
BP_BerryBush1689,40087.46484375,222711.75,-5500.943359375
BP_BerryBush168_164,-163518.140625,51030.08984375,10877.2890625
BP_BerryBush1690,33017.8828125,221788.703125,-5701.6943359375
BP_BerryBush1691,35130.75,217205.328125,-5640.67822265625
BP_BerryBush1692,35781.7734375,210829.65625,-5672.609375
BP_BerryBush1693,40578.28125,206730.625,-5385.85302734375
BP_BerryBush1694,46342.9765625,201431.171875,-5282.66650390625
BP_BerryBush1695,52515.3203125,200498.90625,-5527.5537109375
BP_BerryBush1696,71611.5234375,204620.171875,-1898.1578369140625
BP_BerryBush1697,75997.703125,203344.25,-1201.4644775390625
BP_BerryBush1698,76171.2890625,196917.09375,505.58160400390625
BP_BerryBush1699,85559.46875,198636.59375,1242.1728515625
BP_BerryBush169_167,-158988.8125,49873.10546875,10309.892578125
BP_BerryBush16_2821,-103614.0,168884.0,573.0
BP_BerryBush1700,88675.9453125,204733.015625,697.4224243164062
BP_BerryBush1701,79135.671875,210830.796875,-827.3703002929688
BP_BerryBush1702,73587.9375,230927.1875,1252.603515625
BP_BerryBush1703,60324.7265625,232292.3125,-1279.39990234375
BP_BerryBush1704,65421.82421875,229583.734375,-135.83535766601562
BP_BerryBush1705,64454.90234375,239491.90625,-2495.73681640625
BP_BerryBush1706,68378.0859375,237123.71875,-2606.55712890625
BP_BerryBush1707,76847.125,234768.484375,-3133.35107421875
BP_BerryBush1708,81659.1015625,239424.28125,-4129.96044921875
BP_BerryBush1709,74207.8125,245720.140625,-4470.740234375
BP_BerryBush170_170,-158481.53125,57199.5,10195.185546875
BP_BerryBush1710,64740.2421875,243407.28125,-3071.747802734375
BP_BerryBush1711,60265.18359375,235109.171875,-1621.2237548828125
BP_BerryBush1712,52730.5546875,236146.34375,-637.154541015625
BP_BerryBush1713,50886.2890625,235547.46875,-2471.978271484375
BP_BerryBush1714,47609.8984375,233776.71875,-2763.471435546875
BP_BerryBush1715,43824.99609375,230609.015625,-2004.443603515625
BP_BerryBush1716,42488.53125,228219.78125,-3576.7939453125
BP_BerryBush1717,37609.69140625,228321.75,-3753.228271484375
BP_BerryBush1718,48802.0859375,229438.25,-2439.62451171875
BP_BerryBush1719,55725.1015625,214469.5,-2281.50927734375
BP_BerryBush171_173,-169497.4375,56759.0078125,12053.9833984375
BP_BerryBush1720,53015.9453125,213251.71875,-4071.9052734375
BP_BerryBush1721,51515.3984375,211722.171875,-4744.47119140625
BP_BerryBush1722,37189.0234375,223325.5625,-5558.24853515625
BP_BerryBush1723,39019.64453125,232551.578125,-2358.96826171875
BP_BerryBush1724,42609.44140625,235420.328125,-2121.75146484375
BP_BerryBush1725,50424.9609375,231654.046875,-2342.464599609375
BP_BerryBush1726,45080.7265625,227456.078125,-2922.33447265625
BP_BerryBush1727,47224.4453125,231690.203125,-2424.00341796875
BP_BerryBush1728,39092.6953125,235087.140625,-1929.25830078125
BP_BerryBush1729,34078.75390625,236737.328125,-1284.209716796875
BP_BerryBush172_176,-186250.203125,58040.81640625,10685.7314453125
BP_BerryBush1730,33367.55859375,241850.40625,-1317.8504638671875
BP_BerryBush1731,36474.33203125,240559.65625,-1227.144287109375
BP_BerryBush1732,50235.59375,242414.046875,-2796.99951171875
BP_BerryBush1733,46689.29296875,245559.21875,-1894.3089599609375
BP_BerryBush1734,42334.26171875,244417.03125,-1190.9254150390625
BP_BerryBush1735,41011.07421875,248685.125,146.91082763671875
BP_BerryBush1736,38086.47265625,249716.0,-330.26934814453125
BP_BerryBush1737,40971.796875,254352.21875,116.576416015625
BP_BerryBush1738,39759.40234375,257809.375,-74.56563568115234
BP_BerryBush1739,38715.05078125,261840.625,-975.9180297851562
BP_BerryBush173_179,-188449.9375,56919.7578125,10825.3759765625
BP_BerryBush1740_167,-127167.75,42420.828125,24750.78125
BP_BerryBush1741,40534.15625,270352.34375,-1552.312744140625
BP_BerryBush1742,25974.46484375,246498.1875,41.34600830078125
BP_BerryBush1743,32044.470703125,254824.6875,41.34600830078125
BP_BerryBush1744,37729.15234375,257129.40625,103.17568969726562
BP_BerryBush1745,34778.484375,256245.140625,37.04991149902344
BP_BerryBush1746,27162.34375,257831.59375,-25.604393005371094
BP_BerryBush1747,25495.1640625,253238.125,59.072784423828125
BP_BerryBush1748,27545.994140625,250155.921875,59.07220458984375
BP_BerryBush1749,28796.90234375,243483.484375,-19.986907958984375
BP_BerryBush174_182,-186072.78125,54189.64453125,10892.7255859375
BP_BerryBush1750,19403.69921875,245407.421875,388.56573486328125
BP_BerryBush1751,11917.6259765625,240382.953125,1351.4039306640625
BP_BerryBush1752,8459.373046875,232401.0625,546.8709106445312
BP_BerryBush1753,18716.75,226704.3125,-51.18373107910156
BP_BerryBush1754,19531.330078125,219279.3125,-1539.15966796875
BP_BerryBush1755,-4623.4501953125,219995.765625,-510.8451843261719
BP_BerryBush1756,-9300.53125,216467.640625,-306.19268798828125
BP_BerryBush1757,-12157.330078125,214414.109375,-1893.4395751953125
BP_BerryBush1758,-12719.5302734375,210757.828125,-1916.3492431640625
BP_BerryBush1759,-15243.4267578125,207967.546875,-1844.88720703125
BP_BerryBush175_185,-202834.171875,77399.3203125,8294.826171875
BP_BerryBush1760,-19329.2265625,209048.90625,-1246.2115478515625
BP_BerryBush1761,-20329.8828125,212170.421875,-1143.3714599609375
BP_BerryBush1762,-24614.162109375,215096.84375,-1897.2847900390625
BP_BerryBush1763,-26398.091796875,215581.5,-3898.949462890625
BP_BerryBush1764,4969.7646484375,192474.5625,-5363.3935546875
BP_BerryBush1765,4035.82958984375,190934.546875,-9746.44921875
BP_BerryBush1766,8562.767578125,199036.640625,87.94854736328125
BP_BerryBush1767,13867.4775390625,196714.40625,249.03799438476562
BP_BerryBush1768_170,-130484.3828125,42359.73828125,23322.68359375
BP_BerryBush1769,22535.126953125,195475.9375,82.037109375
BP_BerryBush176_188,-159531.546875,67642.9296875,3616.099609375
BP_BerryBush1770,27145.896484375,197397.9375,47.22761535644531
BP_BerryBush1771,28016.10546875,200549.890625,13.265655517578125
BP_BerryBush1772,31999.7734375,203173.015625,672.409423828125
BP_BerryBush1773,30480.015625,208066.765625,-122.02406311035156
